Gene stable ID	Gene name	Gene description	NCBI gene (formerly Entrezgene) ID
ENSMUSG00000062991	Nrg1	neuregulin 1 [Source:MGI Symbol;Acc:MGI:96083]	211323
ENSMUSG00000063011	Msln	mesothelin [Source:MGI Symbol;Acc:MGI:1888992]	56047
ENSMUSG00000063063	Ctnna2	catenin (cadherin associated protein), alpha 2 [Source:MGI Symbol;Acc:MGI:88275]	12386
ENSMUSG00000063142	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1 [Source:MGI Symbol;Acc:MGI:99923]	16531
ENSMUSG00000063297	Luzp2	leucine zipper protein 2 [Source:MGI Symbol;Acc:MGI:1889615]	233271
ENSMUSG00000063415	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2176159]	232174
ENSMUSG00000063450	Syne2	spectrin repeat containing, nuclear envelope 2 [Source:MGI Symbol;Acc:MGI:2449316]	319565
ENSMUSG00000063531	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:MGI Symbol;Acc:MGI:1340034]	20349
ENSMUSG00000063564	Col23a1	collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]	237759
ENSMUSG00000063568	Jazf1	JAZF zinc finger 1 [Source:MGI Symbol;Acc:MGI:2141450]	231986
ENSMUSG00000063594	Gng8	guanine nucleotide binding protein (G protein), gamma 8 [Source:MGI Symbol;Acc:MGI:109163]	14709
ENSMUSG00000063626	Unc5d	unc-5 netrin receptor D [Source:MGI Symbol;Acc:MGI:2389364]	210801
ENSMUSG00000063632	Sox11	SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359]	20666
ENSMUSG00000063661	Krt73	keratin 73 [Source:MGI Symbol;Acc:MGI:3607712]	223915
ENSMUSG00000063887	Nlgn1	neuroligin 1 [Source:MGI Symbol;Acc:MGI:2179435]	192167
ENSMUSG00000063889	Crem	cAMP responsive element modulator [Source:MGI Symbol;Acc:MGI:88495]	12916
ENSMUSG00000064057	Scgb3a1	secretoglobin, family 3A, member 1 [Source:MGI Symbol;Acc:MGI:1915912]	68662
ENSMUSG00000064065	Ipcef1	interaction protein for cytohesin exchange factors 1 [Source:MGI Symbol;Acc:MGI:2444159]	320495
ENSMUSG00000064080	Fbln2	fibulin 2 [Source:MGI Symbol;Acc:MGI:95488]	14115
ENSMUSG00000064109	Hcst	hematopoietic cell signal transducer [Source:MGI Symbol;Acc:MGI:1344360]	23900
ENSMUSG00000064115	Cadm2	cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2442722]	239857
ENSMUSG00000064147	Rab44	RAB44, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:3045302]	442827
ENSMUSG00000064177	Ghrl	ghrelin [Source:MGI Symbol;Acc:MGI:1930008]	58991
ENSMUSG00000064179	Tnnt1	troponin T1, skeletal, slow [Source:MGI Symbol;Acc:MGI:1333868]	21955
ENSMUSG00000064246	Chil1	chitinase-like 1 [Source:MGI Symbol;Acc:MGI:1340899]	12654
ENSMUSG00000064262	Gimap8	GTPase, IMAP family member 8 [Source:MGI Symbol;Acc:MGI:2685303]	243374
ENSMUSG00000064267	Hvcn1	hydrogen voltage-gated channel 1 [Source:MGI Symbol;Acc:MGI:1921346]	74096
ENSMUSG00000064293	Cntn4	contactin 4 [Source:MGI Symbol;Acc:MGI:1095737]	269784
ENSMUSG00000064310	Zpld1	zona pellucida like domain containing 1 [Source:MGI Symbol;Acc:MGI:2443415]	239852
ENSMUSG00000064325	Hhip	Hedgehog-interacting protein [Source:MGI Symbol;Acc:MGI:1341847]	15245
ENSMUSG00000064351	mt-Co1	mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:102504]	17708
ENSMUSG00000064358	mt-Co3	mitochondrially encoded cytochrome c oxidase III [Source:MGI Symbol;Acc:MGI:102502]	17710
ENSMUSG00000064368	mt-Nd6	mitochondrially encoded NADH dehydrogenase 6 [Source:MGI Symbol;Acc:MGI:102495]	17722
ENSMUSG00000064370	mt-Cytb	mitochondrially encoded cytochrome b [Source:MGI Symbol;Acc:MGI:102501]	17711
ENSMUSG00000066026	Dhrs3	dehydrogenase/reductase (SDR family) member 3 [Source:MGI Symbol;Acc:MGI:1315215]	20148
ENSMUSG00000066108	Muc5b	mucin 5, subtype B, tracheobronchial [Source:MGI Symbol;Acc:MGI:1921430]	74180
ENSMUSG00000066113	Adamtsl1	ADAMTS-like 1 [Source:MGI Symbol;Acc:MGI:1924989]	77739
ENSMUSG00000066278	Vps37b	vacuolar protein sorting 37B [Source:MGI Symbol;Acc:MGI:1916724]	330192
ENSMUSG00000066392	Nrxn3	neurexin III [Source:MGI Symbol;Acc:MGI:1096389]	18191
ENSMUSG00000066406	Akap13	A kinase (PRKA) anchor protein 13 [Source:MGI Symbol;Acc:MGI:2676556]	75547
ENSMUSG00000066621	Tecpr1	tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631]	70381
ENSMUSG00000066755	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18 [Source:MGI Symbol;Acc:MGI:2673064]	240873
ENSMUSG00000066800	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]	24014
ENSMUSG00000066842	Hmcn1	hemicentin 1 [Source:MGI Symbol;Acc:MGI:2685047]	545370
ENSMUSG00000066975	Cryba4	crystallin, beta A4 [Source:MGI Symbol;Acc:MGI:102716]	12959
ENSMUSG00000067001	Serpinb7	serine (or cysteine) peptidase inhibitor, clade B, member 7 [Source:MGI Symbol;Acc:MGI:2151053]	116872
ENSMUSG00000067158	Col4a4	collagen, type IV, alpha 4 [Source:MGI Symbol;Acc:MGI:104687]	12829
ENSMUSG00000067261	Foxd3	forkhead box D3 [Source:MGI Symbol;Acc:MGI:1347473]	15221
ENSMUSG00000067336	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase) [Source:MGI Symbol;Acc:MGI:1095407]	12168
ENSMUSG00000067586	S1pr3	sphingosine-1-phosphate receptor 3 [Source:MGI Symbol;Acc:MGI:1339365]	13610
ENSMUSG00000067724	Gbx1	gastrulation brain homeobox 1 [Source:MGI Symbol;Acc:MGI:95667]	231044
ENSMUSG00000067780	Pi15	peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]	94227
ENSMUSG00000067818	Myl9	myosin, light polypeptide 9, regulatory [Source:MGI Symbol;Acc:MGI:2138915]	98932
ENSMUSG00000068079	Tcf15	transcription factor 15 [Source:MGI Symbol;Acc:MGI:104664]	21407
ENSMUSG00000068105	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c [Source:MGI Symbol;Acc:MGI:1919299]	72049
ENSMUSG00000068129	Cst7	cystatin F (leukocystatin) [Source:MGI Symbol;Acc:MGI:1298217]	13011
ENSMUSG00000068196	Col8a1	collagen, type VIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88463]	12837
ENSMUSG00000068205	Macrod2	mono-ADP ribosylhydrolase 2 [Source:MGI Symbol;Acc:MGI:1920149]	72899
ENSMUSG00000068220	Lgals1	lectin, galactose binding, soluble 1 [Source:MGI Symbol;Acc:MGI:96777]	16852
ENSMUSG00000068227	Il2rb	interleukin 2 receptor, beta chain [Source:MGI Symbol;Acc:MGI:96550]	16185
ENSMUSG00000068270	Shroom4	shroom family member 4 [Source:MGI Symbol;Acc:MGI:2685570]	208431
ENSMUSG00000068327	Tlx2	T cell leukemia, homeobox 2 [Source:MGI Symbol;Acc:MGI:1350935]	21909
ENSMUSG00000068335	Dok1	docking protein 1 [Source:MGI Symbol;Acc:MGI:893587]	13448
ENSMUSG00000068452	Duox2	dual oxidase 2 [Source:MGI Symbol;Acc:MGI:3036280]	214593
ENSMUSG00000068457	Uty	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked [Source:MGI Symbol;Acc:MGI:894810]	22290
ENSMUSG00000068522	Aard	alanine and arginine rich domain containing protein [Source:MGI Symbol;Acc:MGI:2181621]	239435
ENSMUSG00000068566	Myadm	myeloid-associated differentiation marker [Source:MGI Symbol;Acc:MGI:1355332]	50918
ENSMUSG00000068614	Actc1	actin, alpha, cardiac muscle 1 [Source:MGI Symbol;Acc:MGI:87905]	11464
ENSMUSG00000068699	Flnc	filamin C, gamma [Source:MGI Symbol;Acc:MGI:95557]	68794
ENSMUSG00000068735	Trp53i11	transformation related protein 53 inducible protein 11 [Source:MGI Symbol;Acc:MGI:2670995]	277414
ENSMUSG00000068748	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1 [Source:MGI Symbol;Acc:MGI:97816]	19283
ENSMUSG00000068794	Col28a1	collagen, type XXVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2685312]	213945
ENSMUSG00000069094	Pde7a	phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402]	18583
ENSMUSG00000069171	Nr2f1	nuclear receptor subfamily 2, group F, member 1 [Source:MGI Symbol;Acc:MGI:1352451]	13865
ENSMUSG00000069372	Ctxn3	cortexin 3 [Source:MGI Symbol;Acc:MGI:3642816]	629147
ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907]	17118
ENSMUSG00000069763	Tmem100	transmembrane protein 100 [Source:MGI Symbol;Acc:MGI:1915138]	67888
ENSMUSG00000069833	Ahnak	AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648]	66395
ENSMUSG00000070000	Fcho1	FCH domain only 1 [Source:MGI Symbol;Acc:MGI:1921265]	74015
ENSMUSG00000070327	Rnf213	ring finger protein 213 [Source:MGI Symbol;Acc:MGI:1289196]	672511
ENSMUSG00000070348	Ccnd1	cyclin D1 [Source:MGI Symbol;Acc:MGI:88313]	12443
ENSMUSG00000070369	Itgad	integrin, alpha D [Source:MGI Symbol;Acc:MGI:3578624]	381924
ENSMUSG00000070385	Ampd1	adenosine monophosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:88015]	229665
ENSMUSG00000070388	Fbxo39	F-box protein 39 [Source:MGI Symbol;Acc:MGI:3505735]	628100
ENSMUSG00000070423	Or51e1	olfactory receptor family 51 subfamily E member 1 [Source:MGI Symbol;Acc:MGI:3030392]	259097
ENSMUSG00000070436	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]	12406
ENSMUSG00000070473	Cldn3	claudin 3 [Source:MGI Symbol;Acc:MGI:1329044]	12739
ENSMUSG00000070565	Rasal2	RAS protein activator like 2 [Source:MGI Symbol;Acc:MGI:2443881]	226525
ENSMUSG00000070570	Slc17a7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7 [Source:MGI Symbol;Acc:MGI:1920211]	72961
ENSMUSG00000070576	Mn1	meningioma 1 [Source:MGI Symbol;Acc:MGI:1261813]	433938
ENSMUSG00000070645	Ren1	renin 1 structural [Source:MGI Symbol;Acc:MGI:97898]	19701
ENSMUSG00000070645	Ren1	renin 1 structural [Source:MGI Symbol;Acc:MGI:97898]	19702
ENSMUSG00000070691	Runx3	runt related transcription factor 3 [Source:MGI Symbol;Acc:MGI:102672]	12399
ENSMUSG00000070719	Pla2g4d	phospholipase A2, group IVD [Source:MGI Symbol;Acc:MGI:1925640]	78390
ENSMUSG00000070866	Zfp804a	zinc finger protein 804A [Source:MGI Symbol;Acc:MGI:2442949]	241514
ENSMUSG00000070867	Trabd2b	TraB domain containing 2B [Source:MGI Symbol;Acc:MGI:3650152]	666048
ENSMUSG00000071001	Hrct1	histidine rich carboxyl terminus 1 [Source:MGI Symbol;Acc:MGI:1917945]	100039781
ENSMUSG00000071005	Ccl19	chemokine (C-C motif) ligand 19 [Source:MGI Symbol;Acc:MGI:1346316]	24047
ENSMUSG00000071037	Camkmt	calmodulin-lysine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1920832]	73582
ENSMUSG00000071042	Rasgrp3	RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579]	240168
ENSMUSG00000071068	Treml2	triggering receptor expressed on myeloid cells-like 2 [Source:MGI Symbol;Acc:MGI:2147038]	328833
ENSMUSG00000071341	Egr4	early growth response 4 [Source:MGI Symbol;Acc:MGI:99252]	13656
ENSMUSG00000071369	Map3k5	mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876]	26408
ENSMUSG00000071415	Rpl23	ribosomal protein L23 [Source:MGI Symbol;Acc:MGI:1929455]	65019
ENSMUSG00000071552	Tigit	T cell immunoreceptor with Ig and ITIM domains [Source:MGI Symbol;Acc:MGI:3642260]	100043314
ENSMUSG00000071553	Cpa2	carboxypeptidase A2, pancreatic [Source:MGI Symbol;Acc:MGI:3617840]	232680
ENSMUSG00000071637	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta [Source:MGI Symbol;Acc:MGI:103573]	12609
ENSMUSG00000071669	Snx29	sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728]	74478
ENSMUSG00000071715	Ncf4	neutrophil cytosolic factor 4 [Source:MGI Symbol;Acc:MGI:109186]	17972
ENSMUSG00000071847	Apcdd1	adenomatosis polyposis coli down-regulated 1 [Source:MGI Symbol;Acc:MGI:3513977]	494504
ENSMUSG00000071984	Fndc1	fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:1915905]	68655
ENSMUSG00000072235	Tuba1a	tubulin, alpha 1A [Source:MGI Symbol;Acc:MGI:98869]	22142
ENSMUSG00000072419	Dppa2	developmental pluripotency associated 2 [Source:MGI Symbol;Acc:MGI:2157523]	73703
ENSMUSG00000072941	Sod3	superoxide dismutase 3, extracellular [Source:MGI Symbol;Acc:MGI:103181]	20657
ENSMUSG00000073002	Vamp5	vesicle-associated membrane protein 5 [Source:MGI Symbol;Acc:MGI:1858622]	53620
ENSMUSG00000073380	Arrdc5	arrestin domain containing 5 [Source:MGI Symbol;Acc:MGI:1924170]	76920
ENSMUSG00000073433	Arhgdig	Rho GDP dissociation inhibitor (GDI) gamma [Source:MGI Symbol;Acc:MGI:108430]	14570
ENSMUSG00000073530	Pappa2	pappalysin 2 [Source:MGI Symbol;Acc:MGI:3051647]	23850
ENSMUSG00000073565	Prr16	proline rich 16 [Source:MGI Symbol;Acc:MGI:1918623]	71373
ENSMUSG00000073982	Rhog	ras homolog family member G [Source:MGI Symbol;Acc:MGI:1928370]	56212
ENSMUSG00000073987	Ggh	gamma-glutamyl hydrolase [Source:MGI Symbol;Acc:MGI:1329035]	14590
ENSMUSG00000074063	Osgin1	oxidative stress induced growth inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919089]	71839
ENSMUSG00000074141	Il4i1	interleukin 4 induced 1 [Source:MGI Symbol;Acc:MGI:109552]	14204
ENSMUSG00000074141	Il4i1	interleukin 4 induced 1 [Source:MGI Symbol;Acc:MGI:109552]	100328588
ENSMUSG00000074151	Nlrc5	NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]	434341
ENSMUSG00000074218	Cox7a1	cytochrome c oxidase subunit 7A1 [Source:MGI Symbol;Acc:MGI:1316714]	12865
ENSMUSG00000074305	Peak1	pseudopodium-enriched atypical kinase 1 [Source:MGI Symbol;Acc:MGI:2442366]	244895
ENSMUSG00000074342	I830077J02Rik	RIKEN cDNA I830077J02 gene [Source:MGI Symbol;Acc:MGI:3588284]	433638
ENSMUSG00000074364	Ehd2	EH-domain containing 2 [Source:MGI Symbol;Acc:MGI:2154274]	259300
ENSMUSG00000074397	Foxr1	forkhead box R1 [Source:MGI Symbol;Acc:MGI:2685961]	382074
ENSMUSG00000074457	S100a16	S100 calcium binding protein A16 [Source:MGI Symbol;Acc:MGI:1915110]	67860
ENSMUSG00000074491	Clec4g	C-type lectin domain family 4, member g [Source:MGI Symbol;Acc:MGI:1923113]	75863
ENSMUSG00000074570	Cass4	Cas scaffolding protein family member 4 [Source:MGI Symbol;Acc:MGI:2444482]	320664
ENSMUSG00000074594	Wfdc9	WAP four-disulfide core domain 9 [Source:MGI Symbol;Acc:MGI:3652032]	629754
ENSMUSG00000074622	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]	16658
ENSMUSG00000074625	Arhgap40	Rho GTPase activating protein 40 [Source:MGI Symbol;Acc:MGI:3649852]	545481
ENSMUSG00000074637	Sox2	SRY (sex determining region Y)-box 2 [Source:MGI Symbol;Acc:MGI:98364]	20674
ENSMUSG00000074653	Lrrc31	leucine rich repeat containing 31 [Source:MGI Symbol;Acc:MGI:2443864]	320352
ENSMUSG00000074676	Foxs1	forkhead box S1 [Source:MGI Symbol;Acc:MGI:95546]	14239
ENSMUSG00000074736	Syndig1	synapse differentiation inducing 1 [Source:MGI Symbol;Acc:MGI:3702158]	433485
ENSMUSG00000074743	Thbd	thrombomodulin [Source:MGI Symbol;Acc:MGI:98736]	21824
ENSMUSG00000074785	Plxnc1	plexin C1 [Source:MGI Symbol;Acc:MGI:1890127]	54712
ENSMUSG00000074793	Hspa12b	heat shock protein 12B [Source:MGI Symbol;Acc:MGI:1919880]	72630
ENSMUSG00000074794	Arrdc3	arrestin domain containing 3 [Source:MGI Symbol;Acc:MGI:2145242]	105171
ENSMUSG00000074802	Gas2l3	growth arrest-specific 2 like 3 [Source:MGI Symbol;Acc:MGI:1918780]	237436
ENSMUSG00000074825	Itpripl1	inositol 1,4,5-triphosphate receptor interacting protein-like 1 [Source:MGI Symbol;Acc:MGI:1920588]	73338
ENSMUSG00000074852	Hpse2	heparanase 2 [Source:MGI Symbol;Acc:MGI:2685814]	545291
ENSMUSG00000074886	Grk6	G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078]	26385
ENSMUSG00000074968	Ano3	anoctamin 3 [Source:MGI Symbol;Acc:MGI:3613666]	228432
ENSMUSG00000074971	Fibin	fin bud initiation factor homolog (zebrafish) [Source:MGI Symbol;Acc:MGI:1914856]	67606
ENSMUSG00000075012	Fjx1	four jointed box 1 [Source:MGI Symbol;Acc:MGI:1341907]	14221
ENSMUSG00000075122	Cd80	CD80 antigen [Source:MGI Symbol;Acc:MGI:101775]	12519
ENSMUSG00000075224	Lrrc55	leucine rich repeat containing 55 [Source:MGI Symbol;Acc:MGI:2685197]	241528
ENSMUSG00000075254	Heg1	heart development protein with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:1924696]	77446
ENSMUSG00000075284	Wipf1	WAS/WASL interacting protein family, member 1 [Source:MGI Symbol;Acc:MGI:2178801]	215280
ENSMUSG00000075307	Klhl41	kelch-like 41 [Source:MGI Symbol;Acc:MGI:2683854]	228003
ENSMUSG00000075415	Fnbp1	formin binding protein 1 [Source:MGI Symbol;Acc:MGI:109606]	14269
ENSMUSG00000075588	Hoxb2	homeobox B2 [Source:MGI Symbol;Acc:MGI:96183]	103889
ENSMUSG00000075707	Dio3	deiodinase, iodothyronine type III [Source:MGI Symbol;Acc:MGI:1306782]	107585
ENSMUSG00000076431	Sox4	SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]	20677
ENSMUSG00000076441	Ass1	argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090]	11898
ENSMUSG00000078202	Nrarp	Notch-regulated ankyrin repeat protein [Source:MGI Symbol;Acc:MGI:1914372]	67122
ENSMUSG00000078591	Hs3st4	heparan sulfate (glucosamine) 3-O-sulfotransferase 4 [Source:MGI Symbol;Acc:MGI:1333792]	628779
ENSMUSG00000078719	Msmp	microseminoprotein, prostate associated [Source:MGI Symbol;Acc:MGI:3652339]	100039672
ENSMUSG00000078771	Evi2a	ecotropic viral integration site 2a [Source:MGI Symbol;Acc:MGI:95458]	14017
ENSMUSG00000079019	Insl3	insulin-like 3 [Source:MGI Symbol;Acc:MGI:108427]	16336
ENSMUSG00000079036	Alkbh1	alkB homolog 1, histone H2A dioxygenase [Source:MGI Symbol;Acc:MGI:2384034]	211064
ENSMUSG00000079036	Alkbh1	alkB homolog 1, histone H2A dioxygenase [Source:MGI Symbol;Acc:MGI:2384034]	654309
ENSMUSG00000079105	C7	complement component 7 [Source:MGI Symbol;Acc:MGI:88235]	109828
ENSMUSG00000079110	Capn3	calpain 3 [Source:MGI Symbol;Acc:MGI:107437]	12335
ENSMUSG00000079277	Hoxd3	homeobox D3 [Source:MGI Symbol;Acc:MGI:96207]	15434
ENSMUSG00000079278	Tmem233	transmembrane protein 233 [Source:MGI Symbol;Acc:MGI:3651514]	545798
ENSMUSG00000079355	Ackr4	atypical chemokine receptor 4 [Source:MGI Symbol;Acc:MGI:2181676]	252837
ENSMUSG00000079445	B3gnt7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:MGI Symbol;Acc:MGI:2384394]	227327
ENSMUSG00000079465	Col4a3	collagen, type IV, alpha 3 [Source:MGI Symbol;Acc:MGI:104688]	12828
ENSMUSG00000079560	Hoxa3	homeobox A3 [Source:MGI Symbol;Acc:MGI:96175]	15400
ENSMUSG00000079563	Pglyrp2	peptidoglycan recognition protein 2 [Source:MGI Symbol;Acc:MGI:1928099]	57757
ENSMUSG00000079598	Clec2l	C-type lectin domain family 2, member L [Source:MGI Symbol;Acc:MGI:2141402]	665180
ENSMUSG00000079654	Prrt4	proline-rich transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2141677]	101359
ENSMUSG00000079659	Tmem243	transmembrane protein 243, mitochondrial [Source:MGI Symbol;Acc:MGI:3606159]	652925
ENSMUSG00000079722	Ttll2	tubulin tyrosine ligase-like family, member 2 [Source:MGI Symbol;Acc:MGI:3644030]	100216474
ENSMUSG00000081683	Fzd10	frizzled class receptor 10 [Source:MGI Symbol;Acc:MGI:2136761]	93897
ENSMUSG00000082101	Slfn14	schlafen 14 [Source:MGI Symbol;Acc:MGI:2684866]	237890
ENSMUSG00000084174	Sycn	syncollin [Source:MGI Symbol;Acc:MGI:1915666]	68416
ENSMUSG00000085795	Zfp703	zinc finger protein 703 [Source:MGI Symbol;Acc:MGI:2662729]	353310
ENSMUSG00000086564	Cd101	CD101 antigen [Source:MGI Symbol;Acc:MGI:2685862]	630146
ENSMUSG00000086596	Susd5	sushi domain containing 5 [Source:MGI Symbol;Acc:MGI:2685972]	382111
ENSMUSG00000087006	Gm13889	predicted gene 13889 [Source:MGI Symbol;Acc:MGI:3652053]	620695
ENSMUSG00000089762	Ier5l	immediate early response 5-like [Source:MGI Symbol;Acc:MGI:1919750]	72500
ENSMUSG00000089809	Rasgef1b	RasGEF domain family, member 1B [Source:MGI Symbol;Acc:MGI:2443755]	320292
ENSMUSG00000090019	Gimap1	GTPase, IMAP family member 1 [Source:MGI Symbol;Acc:MGI:109368]	16205
ENSMUSG00000090084	Srpx	sushi-repeat-containing protein [Source:MGI Symbol;Acc:MGI:1858306]	51795
ENSMUSG00000090141	Gm614	predicted gene 614 [Source:MGI Symbol;Acc:MGI:2685460]	245536
ENSMUSG00000090326	Dthd1	death domain containing 1 [Source:MGI Symbol;Acc:MGI:4937018]	100322896
ENSMUSG00000090394	4930523C07Rik	RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897]	67647
ENSMUSG00000090523	Gypc	glycophorin C [Source:MGI Symbol;Acc:MGI:1098566]	71683
ENSMUSG00000090698	Apold1	apolipoprotein L domain containing 1 [Source:MGI Symbol;Acc:MGI:2685921]	381823
ENSMUSG00000090946	Ccdc71l	coiled-coil domain containing 71 like [Source:MGI Symbol;Acc:MGI:1919373]	72123
ENSMUSG00000090958	Lrrc32	leucine rich repeat containing 32 [Source:MGI Symbol;Acc:MGI:93882]	434215
ENSMUSG00000091345	Col6a5	collagen, type VI, alpha 5 [Source:MGI Symbol;Acc:MGI:3648134]	665033
ENSMUSG00000091722	Siah3	siah E3 ubiquitin protein ligase family member 3 [Source:MGI Symbol;Acc:MGI:2685758]	380918
ENSMUSG00000091955	Tmsb10b	thymosin beta 10b [Source:MGI Symbol;Acc:MGI:3704288]	
ENSMUSG00000092035	Peg10	paternally expressed 10 [Source:MGI Symbol;Acc:MGI:2157785]	170676
ENSMUSG00000092060	Bend4	BEN domain containing 4 [Source:MGI Symbol;Acc:MGI:3648414]	666938
ENSMUSG00000092094	Zfp804b	zinc finger protein 804B [Source:MGI Symbol;Acc:MGI:2685287]	207618
ENSMUSG00000092164	Rergl	RERG/RAS-like [Source:MGI Symbol;Acc:MGI:3642998]	632971
ENSMUSG00000093930	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 [Source:MGI Symbol;Acc:MGI:107592]	208715
ENSMUSG00000093989	Rnasek	ribonuclease, RNase K [Source:MGI Symbol;Acc:MGI:106369]	52898
ENSMUSG00000094018	S100a2	S100 calcium binding protein A2 [Source:MGI Symbol;Acc:MGI:3510999]	628324
ENSMUSG00000094035	Ldlrad2	low density lipoprotein receptor class A domain containing 2 [Source:MGI Symbol;Acc:MGI:3588210]	435811
ENSMUSG00000094584	Ms4a18	membrane-spanning 4-domains, subfamily A, member 18 [Source:MGI Symbol;Acc:MGI:1923252]	76002
ENSMUSG00000095098	Ccdc85b	coiled-coil domain containing 85B [Source:MGI Symbol;Acc:MGI:2147607]	240514
ENSMUSG00000095304	Plac9	placenta specific 9 [Source:MGI Symbol;Acc:MGI:2663998]	211623
ENSMUSG00000095654	Plscr5	phospholipid scramblase family, member 5 [Source:MGI Symbol;Acc:MGI:3779462]	100504689
ENSMUSG00000096606	Tpbgl	trophoblast glycoprotein-like [Source:MGI Symbol;Acc:MGI:3646425]	100503386
ENSMUSG00000096914	Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 [Source:MGI Symbol;Acc:MGI:1913581]	270049
ENSMUSG00000097084	Foxl1	forkhead box L1 [Source:MGI Symbol;Acc:MGI:1347469]	14241
ENSMUSG00000098112	Bin2	bridging integrator 2 [Source:MGI Symbol;Acc:MGI:3611448]	668218
